lon_wgs84,lat_wgs84,case,name,office_count,residential_count,mall_count,metro_station_count,dist_to_nearest_luckin,dist_to_nearest_starbucks,dist_to_nearest_metro_exit
118.11031284879591,24.526859406764764,1,luckin coffee 瑞幸咖啡(大潭街店),8,10,0,1,683.8085658849018,605.247234527527,4.041641061780896
118.19044508947769,24.49614802255861,1,瑞幸咖啡(观音山商务区10号楼店),21,9,1,1,206.58608163768432,1525.4627274762888,187.4574119594298
118.18186339731923,24.531724636394216,1,瑞幸咖啡(同安商务大厦店),22,11,2,0,157.16897363323903,129.89871176048908,1346.1459169865825
118.19141802341751,24.485815083631092,1,瑞幸咖啡(观音山信义国际中心店),27,7,1,1,100.73912172222693,845.620252059561,379.55169407589113
118.15544385925244,24.444218884730724,1,瑞幸咖啡(黄厝海滩日出店),0,5,0,0,2087.935675730571,3727.5235887054146,4854.209802029084
118.15714981279831,24.51828693980329,1,瑞幸咖啡(湾悦城SOHO湾区A座店),7,20,2,0,490.80056955340615,123.50468100538497,937.5151953877315
118.15962892216668,24.462680098854566,1,瑞幸咖啡(厦门城市职业学院学生街店),0,8,0,0,1364.3953695791674,1741.669668692773,2794.471479019786
118.17125720340285,24.503565489679556,1,瑞幸咖啡(金龙广场店),10,11,1,0,319.1110537640268,333.79204926237367,1700.929091802844
118.1868883511617,24.531887557047064,1,luckin coffee 瑞幸咖啡(砂之船奥特莱斯店),14,2,2,0,509.3813616880347,16.302551986643632,1589.3484518564096
118.18090125945749,24.486505843439687,1,瑞幸咖啡(软件园二期40号楼店),9,13,0,1,172.99488291274713,100.60377126402604,324.34788260801054
118.1734987798256,24.489823690548032,1,瑞幸咖啡(软件园二期16号楼店),13,6,2,0,303.5649248596257,360.4586550210705,468.532417625085
118.17344653124152,24.505636884308945,1,瑞幸咖啡(湖里万达C区2号楼店),18,15,2,0,163.21775529025584,146.33769081900417,1486.4978032921651
118.17842622852864,24.486327296395963,1,瑞幸咖啡(软件园二期52号楼店),14,6,0,1,151.96002340259412,249.00611423459887,298.8644483124128
118.19147408605996,24.48672331853177,1,瑞幸咖啡(观音山汇金国际中心店),33,6,1,1,100.73912172222693,937.4435224390096,346.50335523393596
118.18633055414075,24.496271989901757,1,瑞幸咖啡(观音山海西金谷广场T3店),18,13,1,1,2.113794930409242,1309.2489331218223,151.3274197401694
118.17945066740359,24.487329329891974,1,瑞幸咖啡(厦门软件园二期57号楼店),13,8,0,1,151.96002340259412,231.95979292086602,386.4982531219472
118.17292412854108,24.507031096269994,1,瑞幸咖啡(湖里万达广场5号门店),18,17,2,0,163.21775529025584,92.72067100639569,1421.0847478354417
118.17655948985883,24.488300157688673,1,瑞幸咖啡(软件园二期26号楼店),17,4,1,0,288.9990596989421,497.1836917137688,580.6276493994894
118.15505091682998,24.51429256939728,1,luckin coffee 瑞幸咖啡(五缘湾悦都汇购物中心店),9,14,4,0,305.4036926782003,55.48059931108447,1239.688799334787
118.18173504914012,24.48977085538254,1,瑞幸咖啡(软件园二期63号楼店),12,9,0,0,355.94450142326673,471.65804636038945,575.8900031939094
118.17355367157136,24.49329131655424,1,瑞幸咖啡(软件园二期15号楼店),5,6,1,0,176.25224061995212,660.9391041821913,746.7121332444958
118.18408048264034,24.478424261032508,1,瑞幸咖啡(特房波特曼财富中心店),18,10,6,0,208.08633137172052,80.16075464400278,613.9318982278472
118.18877132585632,24.495083030549697,1,瑞幸咖啡(观音山商务区7号楼店),22,10,1,1,15.803831956837913,1327.1119104606782,71.25732332771221
118.19114393806058,24.492430641165132,1,瑞幸咖啡(观音山世纪财富中心店),27,5,0,0,160.34935244269184,1295.996451033251,419.1402791932878
118.17196611722343,24.487468454810188,1,瑞幸咖啡(软件园生活广场店),21,11,2,1,303.5649248596257,61.18654382456039,209.405547097887
118.19042486817726,24.498636349987365,1,luckin coffee 瑞幸咖啡(海峡明珠广场店),17,11,1,2,275.5676217547161,1700.3951529637393,248.46702936662015
118.15677889169653,24.532390920076885,1,瑞幸咖啡(金海湾财富中心店),60,20,1,0,257.30890671472065,286.76658328574104,515.2561179146358
118.1435211000641,24.547175982911185,1,瑞幸咖啡(高崎机场T4航站楼店-安检内),0,0,0,0,1109.7354522960968,166.91294015820176,1980.7017876774898
118.1180268935023,24.509439800521378,1,luckin coffee 瑞幸咖啡(塘边宝龙天地店),8,42,1,1,231.2646680845303,27.561978757972334,19.87191595841195
118.19214345620854,24.48865672575181,1,瑞幸咖啡(观音山天瑞99商务中心店),33,6,1,1,174.75725546537507,1159.981311510369,422.37526944010745
118.1502435025639,24.524498151095944,1,luckin coffee 瑞幸咖啡(厦门韬瑞广场·拾尚里店),19,19,0,1,361.9355319284961,913.075223914588,107.36409776999248
118.12569482251943,24.495599426082748,1,luckincoffee,31,43,4,1,12.515878927898394,396.7769298917462,297.8169289271338
118.08071616160713,24.46741701576612,1,luckincoffee,29,71,0,0,10.83570071697222,620.276470818001,988.6801690295216
118.18633256019629,24.496252990622835,1,瑞幸咖啡总部大楼,18,13,1,1,2.113794930409242,1307.4392603696754,150.88653703781392
118.1886279986964,24.495026777288707,1,瑞幸咖啡有限公司,21,10,1,1,15.803831956837913,1313.316455495213,55.99253972362495
118.15009758153336,24.520312161378946,0,(control),5,15,0,0,463.79255978263217,738.7276876801435,522.0997167564775
118.08471990481941,24.445764339023775,0,(control),1,43,0,1,435.27434932613056,797.2555549898483,1037.5718954942947
118.1038077824894,24.49426556099665,0,(control),10,17,2,0,301.94511722209677,414.3320227733052,547.2348980914729
118.10192146864146,24.471759957254108,0,(control),24,53,2,1,239.06705263477187,402.5107655477009,312.74874853616797
118.08750297603422,24.492770536372102,0,(control),3,16,0,0,456.63685322101225,505.0980486417534,1031.530630583887
118.15110015246648,24.44393422051943,0,(control),0,4,0,0,441.47505607818204,3409.7012315678003,4940.186282953408
118.1630577335081,24.482244552442992,0,(control),7,33,0,0,516.7356011087,930.8719032889958,735.3205581601395
118.0753976761829,24.490062734389834,0,(control),11,38,1,1,456.0373346573899,566.1431527423284,360.5120930048725
118.14161453965606,24.44597035554926,0,(control),0,3,0,0,1415.3026600179169,2795.2405194560915,4223.08235347722
118.1665854235258,24.523286666995,0,(control),0,10,0,1,1104.729706167799,1033.1672393444826,442.11194894916053
118.11226256351044,24.436168518234656,0,(control),12,22,0,1,206.02411909983968,267.84019759146236,3461.1648003032715
118.19094804785176,24.508266925357937,0,(control),5,4,0,1,995.6461688708254,1206.8583303999812,167.5975108148079
118.17013252884422,24.51029297410704,0,(control),4,14,2,0,362.5269244630856,480.60278763953585,1242.0915701549898
118.17499408501033,24.49945463907803,0,(control),0,1,0,0,592.1364137851933,819.4000120730683,1317.6134570708118
118.13787586283217,24.480452642312024,0,(control),4,34,0,0,336.79941650463365,1083.4096692303267,1293.3018815933049
118.12035773677198,24.527058185252912,0,(control),6,11,0,0,734.7892238934456,1198.1384317690142,865.4972740773036
118.15513219455224,24.543527259203564,0,(control),5,9,0,0,468.6056244001029,969.054219099408,857.3437997151763
118.09190962344759,24.480391086568307,0,(control),3,2,0,1,426.547821986496,1002.9059041094589,307.46761975268
