id,name,type,typecode,address,adname,longitude,latitude,location,lon_wgs84,lat_wgs84
B0FFGB73TN,厦门恒辉商务中心,商务住宅;楼宇;商务写字楼,120201,岭下南路77号,湖里区,118.157757,24.52917,"118.157757,24.529170",118.15287634404167,24.53188572620526
B0JRHZGSTZ,两岸文化楼,商务住宅;楼宇;商务写字楼,120201,安墩路与岐山北路交叉口东140米,湖里区,118.15077,24.532214,"118.150770,24.532214",118.1458724089925,24.534917702911617
B0FFJML4XY,中众合大厦,商务住宅;楼宇;商务写字楼,120201,岭下西路257号,湖里区,118.156893,24.528954,"118.156893,24.528954",118.15201025510206,24.531668139036448
B0I29UJV64,博宏科技大厦,商务住宅;楼宇;商务写字楼,120201,禾山街道护安路647号博宏科技大厦2号楼五楼,湖里区,118.154807,24.528894,"118.154807,24.528894",118.14991921840726,24.53160439588268
B0L1S1RJSE,联想大厦4号楼,商务住宅;楼宇;商务写字楼,120201,岐山北二路与光电一路交叉口东北180米,湖里区,118.149425,24.534225,"118.149425,24.534225",118.14452413729933,24.536926624869796
B0MD07S2DM,联想大厦5号楼,商务住宅;楼宇;商务写字楼,120201,岐山北二路与光电一路交叉口东北180米,湖里区,118.149425,24.534225,"118.149425,24.534225",118.14452413729933,24.536926624869796
B0LR0OPQ4H,火炬数码广场1号楼,商务住宅;楼宇;商务写字楼,120201,安墩路与宫口街交叉口东南200米,湖里区,118.150725,24.530775,"118.150725,24.530775",118.14582740671968,24.533478468212042
B0GK9AP3TU,裕隆国际2号楼,商务住宅;楼宇;商务写字楼,120201,禾山街道安岭路989号裕隆国际2号楼103室,湖里区,118.159061,24.528631,"118.159061,24.528631",118.15418357504741,24.53134904047228
B0FFH95G3T,合立道大厦北楼,商务住宅;楼宇;商务写字楼,120201,岭下西路3号,湖里区,118.157247,24.528053,"118.157247,24.528053",118.15236518052147,24.53076767723599
B02500UBNJ,金海湾财富中心1号,商务住宅;楼宇;商务写字楼,120201,禾山街道安岭路999号金海湾财富中心1号A座2楼204-1,湖里区,118.161233,24.529384,"118.161233,24.529384",118.15636087840866,24.532106117166556
B02500U965,裕隆国际,商务住宅;楼宇;商务写字楼,120201,安岭路987号,湖里区,118.159114,24.528371,"118.159114,24.528371",118.15423672375428,24.531089108165165
B0FFH55V07,保生堂大厦,商务住宅;楼宇;商务写字楼,120201,安岭路,湖里区,118.158198,24.52802,"118.158198,24.528020",118.15331850365068,24.530736398205487
B0FFGAI07E,合立道大厦,商务住宅;楼宇;商务写字楼,120201,岭下西路1-3号,湖里区,118.157357,24.527807,"118.157357,24.527807",118.15247546596773,24.530521848447076
B0JBOZLPAG,闽昱大厦,商务住宅;楼宇;商务写字楼,120201,湖里创新园,湖里区,118.155251,24.527761,"118.155251,24.527761",118.15036436732906,24.530472059104973
B0FFLDVEIU,湖里高新技术园B区B12,商务住宅;楼宇;商务写字楼,120201,湖里高新技术园B区,湖里区,118.158627,24.52869,"118.158627,24.528690",118.15374850617856,24.53140725478077
B0FFMAD2N3,金海湾财富中心1号A栋,商务住宅;楼宇;商务写字楼,120201,禾山街道安岭路999号金海湾财富中心1号楼A栋208室,湖里区,118.161105,24.529355,"118.161105,24.529355",118.15623256353241,24.532076877470377
B0FFJCXGML,飞鱼大厦,商务住宅;楼宇;商务写字楼,120201,护安路76号(B栋)、78号(A栋),湖里区,118.156376,24.527645,"118.156376,24.527645",118.15149209380715,24.53035806068325
B0LGURG0DY,保生堂大厦1号楼,商务住宅;楼宇;商务写字楼,120201,安岭路保生堂大厦,湖里区,118.15817,24.52841,"118.158170,24.528410",118.15329040733573,24.531126391184642
B0FFLODCKE,金海湾财富中心,商务住宅;楼宇;商务写字楼,120201,安岭路与安岭三路交叉口西北40米,湖里区,118.161295,24.52894,"118.161295,24.528940",118.15642306364383,24.531662182181982
B0L255C75H,金海湾财富中心1号B座,商务住宅;楼宇;商务写字楼,120201,金海湾财富中心1号,湖里区,118.161725,24.529775,"118.161725,24.529775",118.15685407011351,24.53249807083933
B0FFGAGO9C,裕隆国际1号楼,商务住宅;楼宇;商务写字楼,120201,安岭路987号裕隆国际,湖里区,118.159324,24.528088,"118.159324,24.528088",118.15444725994732,24.5308064604864
B0MUK1Z56G,御龙国际大厦,商务住宅;楼宇;商务写字楼,120201,岐山路与安岭路交叉口北80米,湖里区,118.159125,24.528375,"118.159125,24.528375",118.15424775048595,24.531093128727235
B0FFF47EO4,丰润金融控股集团A座,商务住宅;楼宇;商务写字楼,120201,安岭路1008-1012丰润金融控股集团大厦,湖里区,118.163668,24.530895,"118.163668,24.530895",118.15880182556185,24.53362180713354
B0FFFF3SGN,五华大厦,商务住宅;楼宇;商务写字楼,120201,安岭路与岐山路交叉口西北侧,湖里区,118.159965,24.528165,"118.159965,24.528165",118.15508983230703,24.530884644474533
B0FFF438LT,丰润金融控股集团B座,商务住宅;楼宇;商务写字楼,120201,安岭路1008号,湖里区,118.16325,24.530021,"118.163250,24.530021",118.1583828452742,24.532746931219872
B0FFIS5XD3,丰润金融控股集团-大厦,商务住宅;楼宇;商务写字楼,120201,岭下东路与安岭路交叉口东南60米,湖里区,118.16362,24.53089,"118.163620,24.530890",118.15875370613449,24.533616717020948
B0FFI69UPP,鹭燕集团大厦,商务住宅;楼宇;商务写字楼,120201,安岭三路与安岭路交叉口东60米,湖里区,118.162165,24.528856,"118.162165,24.528856",118.15729522805118,24.53157978399824
B0MG1AS7SE,飞鱼大厦B栋外卖柜,商务住宅;楼宇;商务写字楼,120201,护安路76号飞鱼大厦B栋,湖里区,118.156275,24.527625,"118.156275,24.527625",118.15139085051217,24.530337876898784
B0FFGA9DS5,丰润金融控股集团大厦C座,商务住宅;楼宇;商务写字楼,120201,丰润金融控股集团c座厦门追眸网络科技有限公司,湖里区,118.163687,24.530441,"118.163687,24.530441",118.1588209053382,24.53316779256404
B0J09COU19,图森Puccini独立馆,商务住宅;楼宇;商务写字楼,120201,海天广场C栋1楼图森Puccini独立馆,湖里区,118.16402,24.531465,"118.164020,24.531465",118.15915466382035,24.534192526902956
B0FFG7WNBS,金海湾财富中心3号,商务住宅;楼宇;商务写字楼,120201,安岭路998、1000号,湖里区,118.161507,24.528028,"118.161507,24.528028",118.15663565404552,24.530750471816525
B0FFINHYV4,支点财富中心,商务住宅;楼宇;商务写字楼,120201,安岭路990号,湖里区,118.160422,24.527623,"118.160422,24.527623",118.15554799839596,24.53034342360487
B0FFFF5F53,海天爱家广场海福楼,商务住宅;楼宇;商务写字楼,120201,钟宅路63号(五缘湾地铁站7号口步行280米),湖里区,118.164662,24.531055,"118.164662,24.531055",118.15979829802157,24.533783682640966
B0FFF36QK3,恒亿大厦,商务住宅;楼宇;商务写字楼,120201,钟岭路01-03,湖里区,118.163102,24.529139,"118.163102,24.529139",118.15823453929404,24.531864557416664
B0LBR5ZQXR,恒升大厦,商务住宅;楼宇;商务写字楼,120201,钟岭路3号恒升大厦,湖里区,118.163167,24.529287,"118.163167,24.529287",118.15829969071925,24.532012694993796
B0FFHWAKNN,宝远集团-大厦,商务住宅;楼宇;商务写字楼,120201,火炬高技术开发区安岭二路99号,湖里区,118.162768,24.528667,"118.162768,24.528667",118.1578997411271,24.5313918830014
B0FFGA2KRV,银鹭大厦,商务住宅;楼宇;商务写字楼,120201,钟岭路2号,湖里区,118.164371,24.529766,"118.164371,24.529766",118.15950666206965,24.53249399575078
B0FFGACZGM,红豆杉大厦,商务住宅;楼宇;商务写字楼,120201,安岭二路与安岭三路交叉口西南60米,湖里区,118.162274,24.527863,"118.162274,24.527863",118.1574045697071,24.530586874647316
B0GK9AOXMQ,金海湾财富中心3号A19号楼,商务住宅;楼宇;商务写字楼,120201,安岭三路与安岭路交叉口南60米,湖里区,118.161819,24.528324,"118.161819,24.528324",118.15694840681991,24.531047082800804
