lon_wgs84,lat_wgs84,case,pred_proba,pearson_residual,lisa_raw,lisa_fdr,lisa_p_sim,lisa_q
118.12227021078095,24.50368152108372,1,0.4570180088367687,1.0899988907586895,HL,ns,0.009,4
118.06796437682068,24.46058557359105,1,0.1107693820004707,2.8333311582538063,HH,ns,0.032,1
118.111773884852,24.44079986598817,1,0.0655425933062183,3.775877923502862,ns,ns,0.274,1
118.10832161346484,24.496826134396365,1,0.2856937382162112,1.5812184305005192,ns,ns,0.198,4
118.10900528055944,24.47085346453026,1,0.5597368237665351,0.8868787347889854,HL,ns,0.009,4
118.08410804107756,24.43881601381482,1,0.2669245329978105,1.6572197373629538,ns,ns,0.257,1
118.0873459103263,24.51512551710335,1,0.3112904937108494,1.4874251131207772,ns,ns,0.233,4
118.06738574127672,24.447831852817327,1,0.1646702350487932,2.252275048821363,ns,ns,0.254,1
118.09167038937962,24.51231145164989,1,0.5059651228771497,0.9881400781141112,HL,ns,0.001,4
118.10344038741088,24.470108286494423,1,0.3055046074379142,1.5077377278446067,ns,ns,0.328,4
118.08071788015188,24.471326688087164,1,0.193780895523633,2.03972239054372,ns,ns,0.164,1
118.11539128849626,24.47672642769554,1,0.5170479445427647,0.9664660469977036,HL,ns,0.036,4
118.07538870127462,24.45186280174748,1,0.1937516288511507,2.039913461917815,ns,ns,0.165,1
118.09840274694815,24.49021487023244,1,0.2380524668928791,1.789065292148041,ns,ns,0.293,4
118.09224360997932,24.47084217017431,1,0.1137966107544108,2.790628591939416,HL,ns,0.036,4
118.08142116995133,24.48004375543122,1,0.291522705214038,1.5589305776170512,ns,ns,0.364,4
118.0951117682034,24.516195982987455,1,0.3704318874010889,1.3036685220258082,HL,ns,0.001,4
118.15164760570778,24.528452122131547,1,0.6513028014051346,0.7316994962921428,HL,ns,0.017,4
118.17749215105408,24.51152419843308,1,0.3303663010750127,1.423707523891876,ns,ns,0.356,1
118.1817585759033,24.511450978929396,1,0.2879418304351403,1.572553234458148,ns,ns,0.232,4
118.1245700227932,24.4924525850633,1,0.4408434958501964,1.1262232056869836,ns,ns,0.451,4
118.16803569688996,24.481235066792543,1,0.2184229384707132,1.8916325553260351,ns,ns,0.268,1
118.07009920272458,24.45588240264337,1,0.2369166955445706,1.794684626321322,HH,ns,0.02,1
118.1859479662295,24.477643426840256,1,0.3617180011922619,1.32837666223286,ns,ns,0.342,1
118.10995432130478,24.472331358125373,1,0.5476832382352738,0.9087755124302648,HL,ns,0.019,4
118.13476029320756,24.485491282275476,1,0.2102912769400505,1.9378619639131185,ns,ns,0.098,4
118.09089676923692,24.489046214935083,1,0.2512221482013687,1.726424269145037,ns,ns,0.324,4
118.11321920733089,24.47712763074507,1,0.5717068891149263,0.8655334002940406,HL,ns,0.026,4
118.11304973599684,24.48048904110846,1,0.3235633413725144,1.4458855317629975,ns,ns,0.381,4
118.13942125440812,24.50005164184388,1,0.0320573684576913,5.4949136820715605,HH,ns,0.001,1
118.1345586520055,24.51657438619048,1,0.1151301308104454,2.7723317869443824,ns,ns,0.215,4
118.12022692404,24.502017043905752,1,0.4662589186365102,1.0699210683953226,HL,ns,0.021,4
118.13698516787724,24.539133659978045,1,0.1147047597786062,2.7781349926498096,ns,ns,0.385,1
118.08255579630814,24.44236940537048,1,0.1602378147534939,2.2892627958103846,ns,ns,0.428,4
118.08889657050985,24.483080573809534,1,0.1343232155800352,2.5386471709516645,ns,ns,0.132,4
118.16988808734484,24.48494715120981,1,0.4251278690417451,1.1628557364988388,ns,ns,0.281,1
118.07385134474302,24.493930181284416,1,0.1359708298885069,2.520817053772216,ns,ns,0.199,1
118.11773457945866,24.479631103147387,1,0.3942569868764587,1.2395227653347285,ns,ns,0.204,4
118.12770809651153,24.501934891329764,1,0.1540218907728379,2.343626161857453,ns,ns,0.272,4
118.1007879637974,24.51282571919577,1,0.4328625850761947,1.144640545076705,HL,ns,0.003,4
118.18565835508348,24.49081099980662,1,0.174932939348857,2.1717449871634846,ns,ns,0.405,1
118.15169841414227,24.53286871218613,1,0.6161388435122087,0.7893103346276124,HL,ns,0.005,4
118.15340532680446,24.479956573455727,1,0.1943130088145346,2.036255345625108,ns,ns,0.304,4
118.13554445208534,24.478285300508414,1,0.0745201759620516,3.524086354136475,ns,ns,0.238,4
118.10009208015136,24.433747186984327,1,0.0738766991376866,3.5406309729667056,ns,ns,0.069,1
118.11521106197073,24.518072267384788,1,0.3467900809449736,1.372439003794136,ns,ns,0.103,4
118.17033571748458,24.477779842103608,1,0.1048671832523214,2.921621408052625,ns,ns,0.21,1
118.1392588376649,24.5288940931785,1,0.2038639528031015,1.976166003627004,ns,ns,0.411,1
118.11805988687814,24.552031638694828,1,0.2428243155386087,1.765843628927004,ns,ns,0.33,4
118.14543043988743,24.534076855489925,1,0.1365391491855142,2.5147379141107367,ns,ns,0.221,1
118.1796265265972,24.50957185892748,1,0.3713901369130171,1.3009943560680082,ns,ns,0.281,1
118.1870586093868,24.477139279568014,1,0.3686105733323772,1.3087742996478673,ns,ns,0.341,1
118.13946507230636,24.503955260965345,1,0.0346070766628543,5.281649752103916,ns,ns,0.083,1
118.1450519159818,24.515083954156232,1,0.1178875523736859,2.7354450803807717,ns,ns,0.147,4
118.10031274557012,24.468730887561584,1,0.2546941006488616,1.7106369024657853,ns,ns,0.204,4
118.15155344293736,24.527538847641154,1,0.5426223467981324,0.9180971373140656,ns,ns,0.384,1
118.12816023110054,24.498024923385632,1,0.1821959826951651,2.118630506132553,ns,ns,0.154,1
118.15583904640852,24.511630669386353,1,0.1960386527991003,2.025101195159466,ns,ns,0.45,4
118.14182079575988,24.497317127813513,1,0.04686080113387,4.509966447002121,ns,ns,0.095,1
118.0989133937315,24.52809905555969,1,0.1110233222331468,2.829684880314121,ns,ns,0.194,4
118.15089263437768,24.48838138007188,1,0.2884634178614287,1.5705553414647904,ns,ns,0.089,4
118.120316384157,24.427779035750586,1,0.2050211884193432,1.9691482032924963,HL,ns,0.048,4
118.15576928034451,24.477764534356822,1,0.2416323882531143,1.7715863086411754,ns,ns,0.32,4
118.16671538783604,24.50932271162487,1,0.100250801739225,2.995827526782288,ns,ns,0.219,4
118.15284651720825,24.52843328063085,1,0.7148513404683591,0.6315791715085876,HL,ns,0.007,4
118.1678428343911,24.472441250360117,1,0.0492392446644094,4.394201139896192,ns,ns,0.287,4
118.10675770270204,24.47105411811153,1,0.5964874358449758,0.8224848001971635,ns,ns,0.456,4
118.15604629614714,24.529371229064456,1,0.7359127293677565,0.5990465570955898,HL,ns,0.009,4
118.09576672790573,24.52202477027755,1,0.1264108018617318,2.628824142636353,ns,ns,0.123,4
118.11723153267754,24.511397283415462,1,0.2012082668279385,1.992479541184386,ns,ns,0.309,4
118.12613865844013,24.509211888671732,1,0.1708028624291816,2.203339015693789,HL,ns,0.046,4
118.18689511976234,24.47865924525183,1,0.3561733628582697,1.3444781606480245,ns,ns,0.319,1
118.18973999632338,24.488799731465463,1,0.3587158853428996,1.337057044083839,ns,ns,0.081,1
118.16051702922655,24.534685124795327,1,0.2131724042827859,1.9212076171383028,ns,ns,0.227,4
118.09343648400048,24.438399105216416,1,0.1109085935627144,2.83133076039384,ns,ns,0.292,1
118.16813041796296,24.488539395058876,1,0.2984076447339824,1.533336421560627,ns,ns,0.278,1
118.08815344378114,24.44055409505764,1,0.1730760307703058,2.185819655312346,ns,ns,0.297,4
118.15430375825665,24.532912434012484,1,0.8050507199630328,0.492095276595436,HL,ns,0.011,4
118.11197313468762,24.440948048541895,1,0.0641189585630073,3.8204726493249503,ns,ns,0.285,1
118.11394882919248,24.496403233899738,1,0.1431597613642217,2.4464674610537935,ns,ns,0.412,1
118.08554882241413,24.471019470812543,1,0.3124594045873642,1.4833798404433238,ns,ns,0.225,4
118.12120649573852,24.474691896645073,1,0.0824163422024118,3.336692361876088,ns,ns,0.14,1
118.1731163724002,24.482088765273716,1,0.2294799355684025,1.8323971874445464,ns,ns,0.446,4
118.14065158556868,24.533593854319204,1,0.1001768987257292,2.997055449157856,ns,ns,0.191,1
118.14987506800466,24.532230387542487,1,0.4639571397768187,1.074882090269663,ns,ns,0.161,4
118.12740804805836,24.536627802673543,1,0.2050351485160686,1.969063877144244,ns,ns,0.126,4
118.17992204178655,24.484163695006536,1,0.1867204827842694,2.08700714771769,ns,ns,0.097,1
118.17608150369432,24.485518839128037,1,0.3016834232354202,1.521424662874135,ns,ns,0.343,1
118.12268859849397,24.494299650020075,1,0.5016920828253859,0.9966215413081144,ns,ns,0.405,1
118.15776652069114,24.529840460630144,1,0.5528377442013894,0.8993603274681268,HL,ns,0.008,4
118.15202166118505,24.540395099930393,1,0.1254896126261384,2.6398460276998432,ns,ns,0.222,4
118.17529098931378,24.493366570250885,1,0.0815354404975073,3.3562784975601616,ns,ns,0.324,1
118.12126802302092,24.552450032122323,1,0.2500870852402728,1.7316486714551311,ns,ns,0.339,4
118.18209204872826,24.530320890289104,1,0.2873487664458555,1.5748306262071272,ns,ns,0.221,4
