lon_wgs84,lat_wgs84,name,case,office_count,residential_count,mall_count,metro_station_count,dist_to_nearest_starbucks,dist_to_nearest_luckin,dist_to_nearest_metro_exit
118.11478026196758,24.50863091888929,(control),0,10,35,1,1,364.2533320492786,340.9359102151263,231.6360532829518
118.11689418178308,24.511107231238203,(control),0,8,43,1,2,239.19976281047929,46.90443345976716,188.45682795332164
118.12782184734989,24.497229519228313,(control),0,22,40,2,0,676.047276022774,94.52111990388167,503.88246089606895
118.15443662851622,24.54438139641256,(control),0,4,8,0,0,1069.752660891543,504.6947888046593,975.1436665507458
118.11437571082327,24.53002235157123,(control),0,3,9,0,1,1128.4242778381315,540.4587061649538,301.18355330095
118.10950859200263,24.551952476532602,(control),0,0,12,0,0,871.6817785091171,866.1918169629918,1244.2338627109177
118.19021665588464,24.48065909409489,(control),0,8,4,2,0,333.0682226191461,402.9499335703114,787.237397818769
118.13515022773267,24.53713295944658,(control),0,12,3,0,0,935.3511597976456,289.2040129744697,1723.6037476145268
118.10627254014138,24.54694621567456,(control),0,2,3,0,0,1357.022205322833,1320.0947457264535,854.482083727405
118.15488793158725,24.483422873049296,(control),0,7,19,1,0,614.8402780160712,412.2170582764346,603.3852026226033
118.10208770358169,24.466403710818312,(control),0,19,50,0,0,786.7590720526855,314.2887047439224,392.0460933810188
118.16123114256293,24.526606834569026,(control),0,4,21,0,0,891.9353002837717,501.4276246631211,599.2459985652802
118.1797956296289,24.531898618921904,(control),0,16,11,0,0,118.94406077430848,210.36277995056878,1269.7188703330987
118.12521441375137,24.545835241197036,(control),0,0,2,1,0,1025.4285138943465,834.4889997508907,1431.7174532969284
118.11108522034304,24.43633873076294,(control),0,12,19,0,0,194.50108162575447,119.1279887242659,3385.2136823993915
118.11472696396088,24.472368127152002,(control),0,12,36,4,0,371.687125695292,312.1400990921047,418.58324310332785
118.11503706542082,24.43156944003952,(control),0,4,5,0,1,155.82476552414192,641.3601137407227,4042.716561949474
118.17269572844515,24.50259353460499,(control),0,10,6,0,0,426.6010317851552,181.1978552003072,1542.86153488208
118.10091847326652,24.543120686412582,(control),0,1,0,0,0,2038.6614940726388,1675.8305798574681,1082.0452075639278
