,luckin_coef,starbucks_coef,wald_Z,wald_p
office_count,0.05229284323816867,-0.006529842210067177,2.79802176705444,0.00514166474875144
residential_count,-0.0032759058959867682,-0.01597630353617074,1.0132561209139375,0.3109378405002716
mall_count,0.10120184867530235,0.34828033613812603,-2.8100681699973116,0.004953100756184048
metro_station_count,0.2076704781006238,0.13348221398738558,0.18128847451641306,0.8561411521433637
dist_to_nearest_luckin,0.18473226214629865,-2.457651114317364,5.600835243617537,2.133214183075438e-08
dist_to_nearest_starbucks,-0.5517794208543686,0.6434739698353339,-4.644709940183139,3.405545848655933e-06
dist_to_nearest_metro_exit,0.06297051434190591,0.2903504292525709,-0.8962099396884121,0.3701406480344127
