lon_wgs84,lat_wgs84,case,name
118.09561680436344,24.464120109977134,1,瑞幸咖啡
118.0742221833061,24.46598733728365,1,luckin coffee 瑞幸咖啡(禾祥首府店)
118.11831881376408,24.48898915867408,1,瑞幸咖啡(长青路店)
118.12569382880218,24.4954864082418,1,瑞幸咖啡(江头西路店)
118.09685386570726,24.47387695813907,1,瑞幸咖啡(厦门地铁大厦店)
118.07396052182352,24.46296002576291,1,瑞幸咖啡(银行中心店)
118.0715992583575,24.456078936613626,1,瑞幸咖啡(中山路旗舰店)
118.07700583692254,24.455829312611048,1,瑞幸咖啡(中华城店)
118.10928693039772,24.494351398843445,1,luckin coffee 瑞幸咖啡(厦门筼筜天虹购物中心店)
118.0718209427058,24.486488902965107,1,瑞幸咖啡(港航大厦店)
118.08070217048504,24.467320006673912,1,瑞幸咖啡(斗西路美食街店)
118.07167152041032,24.493552121724452,1,瑞幸咖啡(海上世界购物中心店)
118.1060484011212,24.492468156185396,1,瑞幸咖啡(厦门五一广场店)
118.11717426483136,24.486032579199954,1,瑞幸咖啡(莲花路口店)
118.0745461749342,24.464088729255938,1,瑞幸咖啡(厦门东方时代广场店)
118.10540109936784,24.473302762884497,1,瑞幸咖啡(禾祥东路万象城店)
118.09757045453364,24.472285814956955,1,瑞幸咖啡(文灶宝龙天地店)
118.12656563014562,24.520578882927857,1,瑞幸咖啡(厦门创新创业园店)
118.09159889120076,24.491051460414944,1,瑞幸咖啡(七星大厦店)
118.11717226243952,24.48602357587087,1,瑞幸咖啡(莲花路口店)
118.08559553517507,24.516752245150823,1,瑞幸咖啡(自贸金融中心店)
118.1360170363734,24.49809706789968,1,luckin coffee 瑞幸咖啡(新景华府店)
118.0796480397082,24.45760988315152,1,luckin coffee 瑞幸咖啡(古城东路店)
118.1254097169296,24.47587298738508,1,瑞幸咖啡(浦南壹里店)
118.0871347499054,24.461228272249866,1,瑞幸咖啡(深田国际大厦店)
118.10419822691134,24.52424449588279,1,瑞幸咖啡(鹭港万达广场店)
118.11416774724492,24.515734062640583,1,瑞幸咖啡(嘉禾新天地店)
118.1129907584999,24.479061761751407,1,瑞幸咖啡(莲坂外图店)
118.07792469185944,24.454067337711805,1,瑞幸咖啡(镇海路店)
118.07611307405826,24.456757149245224,1,瑞幸咖啡(厦门中山路步行街店)
118.10826303649964,24.51782894297667,1,瑞幸咖啡(豪利思城店)
118.09940361368425,24.48847185073828,1,瑞幸咖啡(宏泰中心店)
118.19045065080306,24.488355861293748,1,luckin coffee 瑞幸咖啡(厦门雀氏财富中心店)
118.06867397811494,24.45879945892477,1,瑞幸咖啡(厦门轮渡店)
118.11210795359491,24.47385119952652,1,瑞幸咖啡(华夏大酒店店)
118.116226881148,24.48552760616586,1,luckin coffee 瑞幸咖啡(磐基名品中心店)
118.10106293404942,24.474697143347804,1,瑞幸咖啡(皇达大厦店)
118.1154559654314,24.482540429824507,1,瑞幸咖啡(新景中心店)
118.08962002054643,24.465764550623355,1,瑞幸咖啡(海翼大厦店)
118.07384846639518,24.464464389904855,1,瑞幸咖啡(亿力大厦店)
118.12227021078095,24.50368152108372,1,瑞幸咖啡(厦门SM一期城市广场店)
118.06796437682068,24.46058557359105,1,瑞幸咖啡(厦门财富中心店)
118.111773884852,24.44079986598817,1,瑞幸咖啡(厦大学生公寓店)
118.10832161346484,24.496826134396365,1,瑞幸咖啡(厦门悦享中心店)
118.10900528055944,24.47085346453026,1,瑞幸咖啡(厦门禹悦汇店)
118.08410804107756,24.43881601381482,1,瑞幸咖啡(厦门双子塔大师店)
118.0873459103263,24.51512551710335,1,瑞幸咖啡(厦门口岸联检中心店)
118.06738574127672,24.447831852817327,1,瑞幸咖啡(鼓浪屿三友百货店)
118.09167038937962,24.51231145164989,1,瑞幸咖啡(海峡设计文创园店)
118.10344038741088,24.470108286494423,1,瑞幸咖啡(厦禾路金榜公园站店)
118.08071788015188,24.471326688087164,1,瑞幸咖啡(厦门禹洲广场店)
118.11539128849626,24.47672642769554,1,瑞幸咖啡(京华大酒店店)
