id,name,type,typecode,address,adname,longitude,latitude,location
B025002OQD,三友假日旅游城,购物服务;商场;购物中心,060101,龙头路8号,思明区,118.072354,24.445178,"118.072354,24.445178"
B0L0L59NCG,阿吉仔吉治百货,购物服务;商场;商场,060100,开元路116号,思明区,118.075355,24.456828,"118.075355,24.456828"
B02500UN1M,夏商百货(中山店)(暂停营业),购物服务;商场;购物中心|购物服务;商场;普通商场,060101|060102,中山路1号,思明区,118.075467,24.453664,"118.075467,24.453664"
B0L0AHBRJS,退化村,购物服务;商场;商场,060100,远航路77号海上世界3楼(商场2号门旁),湖里区,118.076397,24.489117,"118.076397,24.489117"
B0FFKBCHUM,厦门海上世界购物中心,购物服务;商场;购物中心,060101,远航路77号,湖里区,118.076041,24.489995,"118.076041,24.489995"
B02500409Q,演武1658,购物服务;商场;普通商场,060102,厦港街道演武路4号,思明区,118.092946,24.437854,"118.092946,24.437854"
B02500409K,大学城商场,购物服务;超级市场;超市|购物服务;商场;普通商场|商务住宅;住宅区;住宅小区,060400|060102|120302,演武路43号,思明区,118.092419,24.436690,"118.092419,24.436690"
B0FFH4XYH5,厦门海峡世茂广场,购物服务;商场;普通商场|购物服务;商场;购物中心,060102|060101,演武西路180-188号,思明区,118.088740,24.435581,"118.088740,24.435581"
B0G3ZOU6Q8,Emall书店(世茂Emall店),购物服务;商场;普通商场,060102,演武西路180厦门海峡世茂广场F5层,思明区,118.088687,24.435759,"118.088687,24.435759"
B02500496G,天虹商场(厦门名汇店),购物服务;商场;购物中心,060101,霞溪路56名汇广场,思明区,118.084021,24.454838,"118.084021,24.454838"
B02500QG1F,中华城,购物服务;商场;购物中心,060101,思明南路195号,思明区,118.082665,24.452752,"118.082665,24.452752"
B0FFFQXS4B,美都商厦,购物服务;商场;商场,060100,中山路219-225号,思明区,118.082368,24.454266,"118.082368,24.454266"
B0FFGJYABP,名汇广场,购物服务;商场;普通商场,060102,霞溪路56号,思明区,118.082931,24.455556,"118.082931,24.455556"
B0FFHNUG05,中华城南区,购物服务;商场;普通商场|购物服务;商场;购物中心,060102|060101,思明南路189号(镇海路地铁站3A口步行50米),思明区,118.083060,24.452238,"118.083060,24.452238"
B0FFHNUGIY,中华城北区,购物服务;商场;普通商场|购物服务;商场;购物中心,060102|060101,思明南路195号(镇海路地铁站3A口步行290米),思明区,118.082096,24.453612,"118.082096,24.453612"
B0FFKRVZZ4,名创优品(中华城店),购物服务;服装鞋帽皮具店;品牌服装店|购物服务;商场;普通商场|购物服务;家居建材市场;家居建材市场,061101|060102|060600,思明南路111号中华城,思明区,118.081990,24.453866,"118.081990,24.453866"
B0250041N3,老虎城欢乐购物中心,购物服务;商场;购物中心,060101,思明南路188号老虎城,思明区,118.080980,24.453026,"118.080980,24.453026"
B0FFKRVZZZ,中免集团厦门市内免税店,购物服务;商场;免税品店,060103,思明南路195号中华城南区1F层,思明区,118.083471,24.451520,"118.083471,24.451520"
