lon_wgs84,lat_wgs84,case,pred_proba,pearson_residual,lisa_label
118.09561680436344,24.464120109977134,1,0.0625328885254849,3.871896817530784,ns
118.07422218330612,24.465987337283643,1,0.4335761521933579,1.1429785272249753,ns
118.11831881376408,24.488989158674077,1,0.4569977688958955,1.090043343335242,ns
118.1256938288022,24.49548640824179,1,0.6273867408109626,0.770657633293185,ns
118.09685386570727,24.473876958139066,1,0.2466108972726667,1.7478474907962205,ns
118.07396052182352,24.46296002576291,1,0.3736166983254951,1.2948126887692162,ns
118.0715992583575,24.456078936613626,1,0.3104571980190435,1.4903207487712895,ns
118.07700583692254,24.45582931261105,1,0.6751781003903448,0.6936070156097844,ns
118.10928693039772,24.494351398843445,1,0.4513131190547002,1.1026135092513296,ns
118.0718209427058,24.486488902965103,1,0.1552049732529136,2.3330436141690205,ns
118.08070217048504,24.467320006673912,1,0.3599331539667599,1.333526775457559,ns
118.07167152041032,24.49355212172445,1,0.2044010476080594,1.9729021342732296,ns
118.1060484011212,24.492468156185396,1,0.2754576153121645,1.6218269258636124,ns
118.11717426483136,24.486032579199943,1,0.5312073960047925,0.9394167924835666,ns
118.0745461749342,24.46408872925593,1,0.4129191285568478,1.1923848901892362,ns
118.10540109936784,24.47330276288449,1,0.6943141186084454,0.6635286688451816,ns
118.09757045453364,24.47228581495695,1,0.3543306765845246,1.349897210054423,ns
118.12656563014562,24.52057888292786,1,0.0759526158419493,3.4879941919773794,ns
118.09159889120076,24.49105146041494,1,0.2513549835311073,1.7258149184724074,ns
118.11717226243952,24.486023575870867,1,0.5314433277702775,0.9389718745758348,ns
118.08559553517507,24.516752245150823,1,0.2580684709164652,1.6955649846894634,HL
118.13601703637342,24.49809706789968,1,0.0512604271358656,4.30211878616487,HH
118.0796480397082,24.457609883151523,1,0.5429620260920929,0.917469032825387,ns
118.12540971692958,24.47587298738508,1,0.0473756163879124,4.484183848621169,ns
118.0871347499054,24.46122827224986,1,0.1125638989120712,2.807818183572995,HL
118.10419822691136,24.52424449588279,1,0.2442261313170244,1.7591378411894845,HL
118.11416774724492,24.51573406264058,1,0.4091453381394158,1.2017151315292138,HL
118.1129907584999,24.479061761751407,1,0.5472526814916261,0.9095655317392388,ns
118.07792469185944,24.454067337711805,1,0.4863912571922065,1.0275981741397036,ns
118.07611307405826,24.456757149245227,1,0.5708159132302503,0.8671091508761913,ns
118.10826303649964,24.51782894297668,1,0.3170000010555069,1.467846763796687,HL
118.09940361368425,24.488471850738275,1,0.3014755534402157,1.5221755942100557,ns
118.19045065080306,24.48835586129374,1,0.5836291454795322,0.8446400590855511,ns
118.06867397811494,24.458799458924773,1,0.2461341917491896,1.7500926833610633,ns
118.11210795359491,24.473851199526525,1,0.5154907719077666,0.9694838503621944,ns
118.11622688114798,24.48552760616586,1,0.4638753550610616,1.0750588431330157,ns
118.10106293404942,24.474697143347804,1,0.1227127659749454,2.673782227281168,ns
118.1154559654314,24.4825404298245,1,0.5739311497099199,0.8616085380695386,ns
118.08962002054643,24.46576455062335,1,0.168584444977557,2.2207533326254305,ns
