id,name,type,typecode,address,adname,longitude,latitude,location,lon_wgs84,lat_wgs84
B025002OQD,三友假日旅游城,购物服务;商场;购物中心,060101,龙头路8号,思明区,118.072354,24.445178,"118.072354,24.445178",118.06738574127672,24.447831852817327
B0L0L59NCG,阿吉仔吉治百货,购物服务;商场;商场,060100,开元路116号,思明区,118.075355,24.456828,"118.075355,24.456828",118.07038375914954,24.459480769998518
B02500UN1M,夏商百货(中山店)(暂停营业),购物服务;商场;购物中心|购物服务;商场;普通商场,060101|060102,中山路1号,思明区,118.075467,24.453664,"118.075467,24.453664",118.07049591488219,24.456316075759013
B0L0AHBRJS,退化村,购物服务;商场;商场,060100,远航路77号海上世界3楼(商场2号门旁),湖里区,118.076397,24.489117,"118.076397,24.489117",118.07142279421811,24.491774097001436
B0FFKBCHUM,厦门海上世界购物中心,购物服务;商场;购物中心,060101,远航路77号,湖里区,118.076041,24.489995,"118.076041,24.489995",118.07106694482772,24.49265257895202
B02500409Q,演武1658,购物服务;商场;普通商场,060102,厦港街道演武路4号,思明区,118.092946,24.437854,"118.092946,24.437854",118.08797240754281,24.440492123719306
B02500409K,大学城商场,购物服务;超级市场;超市|购物服务;商场;普通商场|商务住宅;住宅区;住宅小区,060400|060102|120302,演武路43号,思明区,118.092419,24.43669,"118.092419,24.436690",118.08744538179245,24.439328018242676
B0FFH4XYH5,厦门海峡世茂广场,购物服务;商场;普通商场|购物服务;商场;购物中心,060102|060101,演武西路180-188号,思明区,118.08874,24.435581,"118.088740,24.435581",118.08376607604357,24.438220034447824
B0G3ZOU6Q8,Emall书店(世茂Emall店),购物服务;商场;普通商场,060102,演武西路180厦门海峡世茂广场F5层,思明区,118.088687,24.435759,"118.088687,24.435759",118.0837130625495,24.438398092710802
B02500496G,天虹商场(厦门名汇店),购物服务;商场;购物中心,060101,霞溪路56名汇广场,思明区,118.084021,24.454838,"118.084021,24.454838",118.07904617098853,24.457483232548572
B02500QG1F,中华城,购物服务;商场;购物中心,060101,思明南路195号,思明区,118.082665,24.452752,"118.082665,24.452752",118.07769066147578,24.455397746715807
B0FFFQXS4B,美都商厦,购物服务;商场;商场,060100,中山路219-225号,思明区,118.082368,24.454266,"118.082368,24.454266",118.077393639304,24.45691223489124
B0FFGJYABP,名汇广场,购物服务;商场;普通商场,060102,霞溪路56号,思明区,118.082931,24.455556,"118.082931,24.455556",118.07795638595456,24.458202080713967
B0FFHNUG05,中华城南区,购物服务;商场;普通商场|购物服务;商场;购物中心,060102|060101,思明南路189号(镇海路地铁站3A口步行50米),思明区,118.08306,24.452238,"118.083060,24.452238",118.07808558988891,24.454883380540483
